EVENT_PK_SEQ,NET_PK_SEQ,CRUISE_NAME,STATION,EVENT_NUMBER,NET_NUMBER,GEAR,GEAR_VOLUME_FILTERED,SAMPLE_JAR_COUNT,SAMPLE_TYPE,SAMPLE_SPLIT_FACTOR,FLOWMETER_NUMBER,FLOWMETER_CALIBRATION_DATE,FLOWMETER_CALIBRATION_FACTOR,FLOWMETER_REVOLUTIONS,PRESERVATIVE,FLAG_SEASON,FLAG_FLOWMETER_DIFF,FLAG_DEPTH,FLAG_REGION,FLAG_CLOGGING,FLAG_ZOO_ANALYZED,FLAG_EGGS_ANALYZED,FLAG_ICHTHYO_ANALYZED,FLAG_SAMPLE_INTACT,NET_COMMENT,DOE,DOC,UOE,UOC,BIO_VOLUME_ZOO_QUICK,ICH_HAUL_FCTR,ICH_HAUL_FCTR_LOCK,NET_DEPTH_MAX,NET_DEPTH_MIN,NET_DEPTH_MEAN,NET_DEPTH_START,NET_DEPTH_END,EGG_HAUL_FCTR,EGG_HAUL_FCTR_LOCK,ICH_QUARTER_PROC_FLAG
70323,73202,GU1608,0202,217,7,2B3,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70324,73203,GU1608,0203,218,1,6B3I,139.176,1,I,,13631,03-MAR-07,0.2766,1722,F5,1,,,1,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,1.72,,,,,,,,,
70324,73204,GU1608,0203,218,2,6B3Z,158.137,1,Z,,16033,01-APR-11,0.3141,1723,F5,1,,,1,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70324,73205,GU1608,0203,218,7,2B3,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70325,73206,GU1608,0204,219,1,6B3I,80.014,1,I,,13631,03-MAR-07,0.2766,990,F5,1,,,1,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,6.12,,,,,,,,,
70325,73207,GU1608,0204,219,2,6B3Z,92.331,1,Z,,16033,01-APR-11,0.3141,1006,F5,1,,,1,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70325,73208,GU1608,0204,219,7,2B3,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70326,73209,GU1608,0205,220,1,6B3I,108.706,1,I,,13631,03-MAR-07,0.2766,1345,F5,1,,,1,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,6.44,,,,,,,,,
70326,73210,GU1608,0205,220,2,6B3Z,125.647,1,Z,,16033,01-APR-11,0.3141,1369,F5,1,,,1,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70326,73211,GU1608,0205,220,7,2B3,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70327,73212,GU1608,0206,221,1,6B3I,128.669,1,I,,13631,03-MAR-07,0.2766,1592,F5,1,,,1,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,6.22,,,,,,,,,
70327,73213,GU1608,0206,221,2,6B3Z,146.022,1,Z,,16033,01-APR-11,0.3141,1591,F5,1,,,1,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70327,73214,GU1608,0206,221,7,2B3,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70328,73215,GU1608,0207,222,1,6B3I,135.054,1,I,,13631,03-MAR-07,0.2766,1671,F5,1,,,1,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.04,,,,,,,,,
70328,73216,GU1608,0207,222,2,6B3Z,154.282,1,Z,,16033,01-APR-11,0.3141,1681,F5,1,,,1,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70328,73217,GU1608,0207,222,7,2B3,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70329,73218,GU1608,0208,223,1,6B3I,128.912,1,I,,13631,03-MAR-07,0.2766,1595,F5,1,,,1,L,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.96,,,,,,,,,
70329,73219,GU1608,0208,223,2,6B3Z,150.611,1,Z,,16033,01-APR-11,0.3141,1641,F5,1,,,1,L,I,,,Y, zooPPSI-Non major: Calanoida=Calanoioda nauplius,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70329,73220,GU1608,0208,223,6,2B1,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70330,73221,GU1608,0209,224,1,6B3I,112.182,1,I,,13631,03-MAR-07,0.2766,1388,F5,1,,,1,L,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.17,,,,,,,,,
70330,73222,GU1608,0209,224,2,6B3Z,136.11,1,Z,,16033,01-APR-11,0.3141,1483,F5,1,,,1,L,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70330,73223,GU1608,0209,224,7,2B3,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70331,73224,GU1608,0210,225,1,6B3I,106.201,1,I,,13631,03-MAR-07,0.2766,1314,F5,1,,,1,L,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.27,,,,,,,,,
70331,73225,GU1608,0210,225,2,6B3Z,125.647,1,Z,,16033,01-APR-11,0.3141,1369,F5,1,,,1,L,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70331,73226,GU1608,0210,225,7,2B3,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70332,73227,GU1608,0211,226,1,6B3I,151.057,1,I,,13631,03-MAR-07,0.2766,1869,F5,1,,,1,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.84,,,,,,,,,
70332,73228,GU1608,0211,226,2,6B3Z,179.797,1,Z,,16033,01-APR-11,0.3141,1959,F5,1,,,1,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70332,73229,GU1608,0211,226,7,2B3,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70333,73230,GU1608,0212,227,1,6B3I,148.39,1,I,,13631,03-MAR-07,0.2766,1836,F5,1,,,1,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.17,,,,,,,,,
70333,73231,GU1608,0212,227,2,6B3Z,175.208,1,Z,,16033,01-APR-11,0.3141,1909,F5,1,,,1,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70333,73232,GU1608,0212,227,7,2B3,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70334,73233,GU1608,0213,228,1,6B3I,89.066,1,I,,13631,03-MAR-07,0.2766,1102,F5,1,,,1,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.16,,,,,,,,,
70334,73234,GU1608,0213,228,2,6B3Z,103.711,1,Z,,16033,01-APR-11,0.3141,1130,F5,1,,,1,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70334,73235,GU1608,0213,228,7,2B3,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70335,73236,GU1608,0214,229,1,6B3I,91.895,1,I,,13631,03-MAR-07,0.2766,1137,F5,1,,,1,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.92,,,,,,,,,
70335,73237,GU1608,0214,229,2,6B3Z,108.025,1,Z,,16033,01-APR-11,0.3141,1177,F5,1,,,1,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70335,73238,GU1608,0214,229,7,2B3,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70336,73239,GU1608,0215,230,1,6B3I,126.002,1,I,,13631,03-MAR-07,0.2766,1559,F5,1,,,1,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.13,,,,,,,,,
70336,73240,GU1608,0215,230,2,6B3Z,142.718,1,Z,,16033,01-APR-11,0.3141,1555,F5,1,,,1,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70336,73241,GU1608,0215,230,7,2B3,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70337,73242,GU1608,0216,231,1,6B3I,84.54,1,I,,13631,03-MAR-07,0.2766,1046,F5,1,,,1,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.49,,,,,,,,,
70337,73243,GU1608,0216,231,2,6B3Z,98.755,1,Z,,16033,01-APR-11,0.3141,1076,F5,1,,,1,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70337,73244,GU1608,0216,231,7,2B3,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70338,73245,GU1608,0217,232,1,6B3I,64.577,1,I,,13631,03-MAR-07,0.2766,799,F5,1,1,,1,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,6.04,,,,,,,,,
70338,73246,GU1608,0217,232,2,6B3Z,80.858,1,Z,,16033,01-APR-11,0.3141,881,F5,1,1,,1,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70338,73247,GU1608,0217,232,7,2B3,,,,,,,,,,1,,,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70339,73248,GU1608,0218,233,1,6B3I,287.567,1,I,,13631,03-MAR-07,0.2766,3558,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,0.94,,,,,,,,,
70339,73249,GU1608,0218,233,2,6B3Z,334.814,1,M,,16033,01-APR-11,0.3141,3648,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,0.81,,,,,,,,,
70339,73250,GU1608,0218,233,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70340,73251,GU1608,0219,234,1,6B3I,198.823,1,I,,13631,03-MAR-07,0.2766,2460,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.31,,,,,,,,,
70340,73252,GU1608,0219,234,2,6B3Z,231.928,1,M,,16033,01-APR-11,0.3141,2527,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.12,,,,,,,,,
70340,73253,GU1608,0219,234,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70341,73254,GU1608,0220,235,1,6B3I,227.515,1,I,,13631,03-MAR-07,0.2766,2815,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.14,,,,,,,,,
70341,73255,GU1608,0220,235,2,6B3Z,263.592,1,M,,16033,01-APR-11,0.3141,2872,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,0.99,,,,,,,,,
70341,73256,GU1608,0220,235,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70342,73257,GU1608,0221,236,1,6B3I,210.623,1,I,,13631,03-MAR-07,0.2766,2606,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.23,,,,,,,,,
70342,73258,GU1608,0221,236,2,6B3Z,249.733,1,M,,16033,01-APR-11,0.3141,2721,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.04,,,,,,,,,
70342,73259,GU1608,0221,236,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70343,73260,GU1608,0222,237,1,6B3I,164.07,1,I,,13631,03-MAR-07,0.2766,2030,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.58,,,,,,,,,
70343,73261,GU1608,0222,237,2,6B3Z,202.375,1,M,,16033,01-APR-11,0.3141,2205,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.28,,,,,,,,,
70343,73262,GU1608,0222,237,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70344,73263,GU1608,0223,238,1,6B3I,155.26,1,I,,13631,03-MAR-07,0.2766,1921,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.67,,,,,,,,,
70344,73264,GU1608,0223,238,2,6B3Z,181.724,1,M,,16033,01-APR-11,0.3141,1980,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.43,,,,,,,,,
70344,73265,GU1608,0223,238,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70345,73266,GU1608,0224,239,1,6B3I,149.683,1,I,,13631,03-MAR-07,0.2766,1852,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.74,,,,,,,,,
70345,73267,GU1608,0224,239,2,6B3Z,175.208,1,M,,16033,01-APR-11,0.3141,1909,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.48,,,,,,,,,
70345,73268,GU1608,0224,239,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70346,73269,GU1608,0225,240,1,6B3I,230.991,1,I,,13631,03-MAR-07,0.2766,2858,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.17,,,,,,,,,
70346,73270,GU1608,0225,240,2,6B3Z,265.978,1,M,,16033,01-APR-11,0.3141,2898,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.02,,,,,,,,,
70346,73271,GU1608,0225,240,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70347,73272,GU1608,0226,241,1,6B3I,137.398,1,I,,13631,03-MAR-07,0.2766,1700,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.89,,,,,,,,,
70347,73273,GU1608,0226,241,2,6B3Z,156.944,1,M,,16033,01-APR-11,0.3141,1710,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.66,,,,,,,,,
70347,73274,GU1608,0226,241,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70348,73275,GU1608,0227,242,1,6B3I,142.005,1,I,,13631,03-MAR-07,0.2766,1757,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.83,,,,,,,,,
70348,73276,GU1608,0227,242,2,6B3Z,163.277,1,M,,16033,01-APR-11,0.3141,1779,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.59,,,,,,,,,
70348,73277,GU1608,0227,242,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70349,73278,GU1608,0228,243,1,6B3I,218.14,1,I,,13631,03-MAR-07,0.2766,2699,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.24,,,,,,,,,
70349,73279,GU1608,0228,243,2,6B3Z,247.99,1,M,,16033,01-APR-11,0.3141,2702,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.09,,,,,,,,,
70349,73280,GU1608,0228,243,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70350,73281,GU1608,0229,244,1,6B3I,202.056,1,I,,13631,03-MAR-07,0.2766,2500,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.29,,,,,,,,,
70350,73282,GU1608,0229,244,2,6B3Z,230.919,1,M,,16033,01-APR-11,0.3141,2516,E95,1,,1,1,N,I,,,Y, zooPPSI-Other zooplan...
Decapoda=Solenocera spp.,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.13,,,,,,,,,
70350,73283,GU1608,0229,244,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70351,73284,GU1608,0230,245,1,6B3I,162.292,1,I,,13631,03-MAR-07,0.2766,2008,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.73,,,,,,,,,
70351,73285,GU1608,0230,245,2,6B3Z,182.55,1,M,,16033,01-APR-11,0.3141,1989,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.53,,,,,,,,,
70351,73286,GU1608,0230,245,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70352,73287,GU1608,0231,246,1,6B3I,153.724,1,I,,13631,03-MAR-07,0.2766,1902,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.69,,,,,,,,,
70352,73288,GU1608,0231,246,2,6B3Z,175.575,1,M,,16033,01-APR-11,0.3141,1913,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.48,,,,,,,,,
70352,73289,GU1608,0231,246,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70353,73290,GU1608,0232,247,1,6B3I,190.822,1,I,,13631,03-MAR-07,0.2766,2361,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.36,,,,,,,,,
70353,73291,GU1608,0232,247,2,6B3Z,209.901,1,M,,16033,01-APR-11,0.3141,2287,E95,1,,1,1,N,I,,,Y, zooPPSI-Sample damaged,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.24,,,,,,,,,
70353,73292,GU1608,0232,247,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70354,73293,GU1608,0233,248,1,6B3I,213.695,1,I,,13631,03-MAR-07,0.2766,2644,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.22,,,,,,,,,
70354,73294,GU1608,0233,248,2,6B3Z,243.768,1,M,,16033,01-APR-11,0.3141,2656,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.07,,,,,,,,,
70354,73295,GU1608,0233,248,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70355,73296,GU1608,0234,249,1,6B3I,204.077,1,I,,13631,03-MAR-07,0.2766,2525,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.27,,,,,,,,,
70355,73297,GU1608,0234,249,2,6B3Z,237.894,1,M,,16033,01-APR-11,0.3141,2592,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.09,,,,,,,,,
70355,73298,GU1608,0234,249,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70356,73299,GU1608,0235,250,1,6B3I,189.286,1,I,,13631,03-MAR-07,0.2766,2342,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.37,,,,,,,,,
70356,73300,GU1608,0235,250,2,6B3Z,217.702,1,M,,16033,01-APR-11,0.3141,2372,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.19,,,,,,,,,
70356,73301,GU1608,0235,250,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70357,73302,GU1608,0236,251,1,6B3I,155.179,1,I,,13631,03-MAR-07,0.2766,1920,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.68,,,,,,,,,
70357,73303,GU1608,0236,251,2,6B3Z,179.889,1,M,,16033,01-APR-11,0.3141,1960,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.45,,,,,,,,,
70357,73304,GU1608,0236,251,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70358,73305,GU1608,0237,252,1,6B3I,146.693,1,I,,13631,03-MAR-07,0.2766,1815,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.77,,,,,,,,,
70358,73306,GU1608,0237,252,2,6B3Z,170.803,1,M,,16033,01-APR-11,0.3141,1861,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.52,,,,,,,,,
70358,73307,GU1608,0237,252,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70359,73308,GU1608,0238,253,1,6B3I,163.746,1,I,,13631,03-MAR-07,0.2766,2026,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.59,,,,,,,,,
70359,73309,GU1608,0238,253,2,6B3Z,188.057,1,M,,16033,01-APR-11,0.3141,2049,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.38,,,,,,,,,
70359,73310,GU1608,0238,253,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70360,73311,GU1608,0239,254,1,6B3I,218.867,1,I,,13631,03-MAR-07,0.2766,2708,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.19,,,,,,,,,
70360,73312,GU1608,0239,254,2,6B3Z,249.275,1,M,,16033,01-APR-11,0.3141,2716,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.04,,,,,,,,,
70360,73313,GU1608,0239,254,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70361,73314,GU1608,0240,255,1,6B3I,170.616,1,I,,13631,03-MAR-07,0.2766,2111,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.52,,,,,,,,,
70361,73315,GU1608,0240,255,2,6B3Z,194.482,1,M,,16033,01-APR-11,0.3141,2119,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.34,,,,,,,,,
70361,73316,GU1608,0240,255,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70362,73317,GU1608,0241,256,1,6B3I,182.821,1,I,,13631,03-MAR-07,0.2766,2262,E95,1,,1,1,N,,S,I,Y,,22-JUL-16,02-AUG-17,PLANKTON,PLANKTON,,1.42,,,,,,,,,
70362,73318,GU1608,0241,256,2,6B3Z,206.78,1,M,,16033,01-APR-11,0.3141,2253,E95,1,,1,1,N,I,,,Y,,22-JUL-16,14-DEC-17,PLANKTON,PLANKTON,,1.26,,,,,,,,,
70362,73319,GU1608,0241,256,6,2B1,,,,,,,,,,1,,1,1,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70594,74030,HB1603,0002,2,1,6B3I,221.232,1,I,,14273,05-JAN-06,0.2892,2618,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,4.16,,,,,,,,,
70594,74031,HB1603,0002,2,2,6B3,194.344,1,M,,2697,01-FEB-16,0.26873,2475,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,4.73,,,,,,,,,
70595,74032,HB1603,0003,3,1,6B3I,354.495,1,I,,14273,05-JAN-06,0.2892,4195,E95,1,1,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,5.73,,,,,,,,,
70595,74033,HB1603,0003,3,2,6B3,289.907,1,M,,2697,01-FEB-16,0.26873,3692,F5,1,1,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,7,,,,,,,,,
70596,74034,HB1603,0004,4,1,6B3I,285.455,1,I,,14273,05-JAN-06,0.2892,3378,E95,1,1,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,3.4,,,,,,,,,
70596,74035,HB1603,0004,4,2,6B3,236.747,1,M,,2697,01-FEB-16,0.26873,3015,F5,1,1,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,4.1,,,,,,,,,
70597,74036,HB1603,0009,9,1,6B3I,277.596,1,I,,14273,05-JAN-06,0.2892,3285,E95,1,1,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,7.31,,,,,,,,,
70597,74037,HB1603,0009,9,2,6B3,228.58,1,M,,2697,01-FEB-16,0.26873,2911,F5,1,1,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,8.88,,,,,,,,,
70598,74038,HB1603,0010,12,1,6B3I,377.818,1,I,,14273,05-JAN-06,0.2892,4471,E95,1,1,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,5.37,,,,,,,,,
